Job Title,Company,Experience,Salary,Location,Description,Skills
BIM MEP Modeler,Hocon Technologies India Pvt Ltd,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,Preferred candidate profile A candidate should have expertise in Revit MEP software alo...,"REVIT MEP, Modeler, 3D modeling, Navisworks, REVIT, AutoCAD, 3D, 3D Model"
Modelling & Detailing Engineer (Mechanical),Lexicon Infotech,3-7 Yrs,3-8 Lacs PA,"Chennai, Tamil Nadu, Bangalore/Bengaluru","Skills required: Creo modelling, detailing Casting modelling experience, casting proces...","Casting, creo, GD&T, detail engineering, Modeling, Hydraulic Design, Gd, Design"
Hiring For Design Engineer-Closures,Rapid Global Business Solutions India Pvt.ltd.,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,0 Education and Experience . BE in Mechanical Engineering in regular full time course f...,"mechanical design, SAP, Fabrication, Autodesk Inventor, Management, 2D, Autodesk, Pressure"
Senior Mechanical Engineer,Nina Percept Pvt Ltd,5-8 Yrs,5-9 Lacs PA,"Bangalore/ Bengaluru, Karnataka",Preferred candidate profile . 8 years of experience Experience in contractor company wi...,"mechanical engineering, maintenance engineering, Maintenance, Machinery, Senior, Mechanical maintenance, Mechanical, Engineering"
Image Measurement Technician,Rapid Global Business Solutions India Pvt.ltd.,1-6 Yrs,Not disclosed,Bangalore/Bengaluru,"Experience in working with Image Measurement Softwares : Quartz PCI, Hitachi Image Meas...","measurement techniques, Measurement Softwares, Metrology, electron microscope images, Electron, Measurement, Software, Softwares"
Mechanical Design Engineer,Otto-Hofstetter India Pvt Ltd,1-6 Yrs,Not disclosed,Bangalore/Bengaluru,Role & responsibilities : Designing of plastic Injection molds & Detailing with 2D draw...,"design, Cipet, NTTF, GTTC, mechanical design, 3D Model, Unigraphics, Modeling"
Tool Maker,Otto-Hofstetter India Pvt Ltd,1-6 Yrs,Not disclosed,Bangalore/Bengaluru,Roles and Responsibilities : Manufacturing & maintenance of Plastic injection moulds. C...,"Die Making, Unigraphics NX, Tool Room, NTTF, GTTC, Plastic molding, 3D, Dies"
Design Engineer,"Unique Punch Systems Pvt Ltd.,",2-7 Yrs,Not disclosed,Bangalore/Bengaluru,"Hands on strong experience on Solid works in Sheet metal modeling, expertise in sheet m...","sheet metal, solid works, Part Modeling, 3D Modeling, new product development, NPD, 3D Model, Metal"
Senior HV Cable Engineer,WSP,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,". A Bachelors Degree in Engineering or equivalent technical discipline, preferably Elec...","Electrical engineering, Cable Harness, System, Current, Electrical design, Bonds, Circuit, PSCAD"
Maintenance Technician,Theobroma Foods,1-6 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru",- Maintenance of Electrical Kitchen Equipments- Air conditioning System- TroubleShootin...,"Maintenance, Chillers, Chiller, Air conditioning, Cold, Room, Maintenance department, System"
Bentley and Tower design Engineer,Magnasoft,1-5 Yrs,2-4 Lacs PA,Bangalore/Bengaluru,Role & responsibilities . a) Analysis and design of Steel Structures. b) Analysis and D...,"AutoCAD, staad pro, Bentley, Tower, Staad, Risa, Microstation, Steel"
Technician - HVAC - Restaurant,Belhem Hospitality,10-15 Yrs,Not disclosed,Bangalore/Bengaluru,Job Location : Bangalore . - Must be willing to travel within the city (Local Conveyanc...,"HVAC, Maintenance Services, Electrical Equipment Maintenance, Technical, Service operations, Maintenance, Equipment maintenance, Electrical Troubleshooting"
Engineer Trainee,Bizinbiz Technologies,0-3 Yrs,3-8 Lacs PA,"Coimbatore, Tamil Nadu, Bangalore/ Bengaluru, Karnataka","We are hiring an engineer. Responsibilities involve conducting research, performing ana...","Mechanical Engineering, Engineering, Training, Production, Production engineering, Industrial, Chemical, Chemical engineering"
Instrumentation Engineer,Connect Solution,0-0 Yrs,Not disclosed,"Hybrid - Bangalore/ Bengaluru, Karnataka",Instrumentation Engineering Any knowledge and educational background from the similar d...,"Instrumentation, Control, Instruments, Instrumentation engineering, Control valves, Valves, FRESHERS"
Autocad Design Engineer,JOB Junction India.com,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,Job Location: Bangalore Contact Number: 9845798290 / 9845514305,"AutoCAD, Solid Works, Design, Sheet Metal, Mechanical, 3D, Quality control, Iatf"
Hiring For Freshers Mechanical Design Engineers,Rapid Global Business Solutions India Pvt.ltd.,0-1 Yrs,Not disclosed,"Bangalore/ Bengaluru, Karnataka(Wilson Garden)",We are pleased to announce that our organization is now hiring freshers from the Mechan...,"Excellent Verbal And Written Communication Skills, Creo, Unigraphics, Solid Works, Hiring, Sheet metal, Written communication, Sheet metal design"
Site Engineer - HVAC,Krish Engineering,0-2 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru","Role & responsibilities Site Execution, Billing, Maintaining Statutory compliance (Powe...","Site Supervision, Responsible for all site works, Project Execution, site engineering, Site coordination, Site management, Coordination, Heat load calculation"
Revit Modeller,Scondesign India,0-1 Yrs,Not disclosed,Bangalore/Bengaluru,"We are looking for 2022, 2023 Freshers with Mechanical & Electrical Education Backgroun...","AutoCAD, Engineering, Modeler, Electrical engineering, Electricals, REVIT, Mechanical engineering, Mechanical"
Production Supervisor,Kumar Organic Products,0-2 Yrs,2.5-4 Lacs PA,Bangalore/Bengaluru(Jigani),Maintaining all relevant documents related SOPs and regulatory requirement,"Shift Planning, Production, Documentation, Daily Production Planning, Manpower handling, Daily production, Handling, Shop floor control"
QS Manager,Mantras2success Consultants,5-8 Yrs,7-9 Lacs PA (Including Variable: 10.0%),"Hyderabad/ Secunderabad, Telangana, Chennai, Tamil Nadu, Bangalore/Bengaluru","Handling the certification of vendors, Monitors & records site progress Prepare compari...","Quantity Surveying, Contractors, Quantity estimation, Quantity, Management, Cost estimation, Billing, Planning engineering"
Mechanical Engineer For Production & Quality 3 To 5 Years,Nova Global Technosoft,3-6 Yrs,2.5-4 Lacs PA,"Hosur, Tamil Nadu, Hyderabad/Secunderabad, Chennai, Coimbatore, Tamil Nadu, Bangalore/ Bengaluru, Karnataka",3 to 5 years of experience in productionExperience in the Production / Qualitygood comm...,"AutoCAD, Machining, Quality, Production, Machine Shop, Plant, Metal, Industrial"
STA Engineer,MosChip,3-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Bangalore/Bengaluru",Education Requirements B Tech / M Tech (ECE)Shift GeneralWork Week Monday to FridayCand...,"STA, Tools, Synthesis, Analysis, PT, DCD, Synthesis Engineer, STA analysis"
Site Engineer,Brick&Bolt,4-7 Yrs,2-4 Lacs PA,"Hyderabad/ Secunderabad, Telangana, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka","Proficient in AutoCAD 2D, STAAD-PRO, Revit Architecture, MS Office, MS Project","construction supervision, Civil Engineering, Building Construction, Site Execution, Site Engineering, Construction, Site, Civil"
Diploma & Be Any Trade,Portal Hr Consultancy Services,0-5 Yrs,1.25-3 Lacs PA,"Kolkata, Bihat, Hyderabad/Secunderabad, Bihpuria, Bangalore/Bengaluru","Job opening for various departments Production, Assembly Supervisor, Quality, Maintenan...","Maintenance, Quality, Assembly, Production, Trade, Design"
Mechanical production VMC AND HMC Engineers (0 - 5yrs),Creative Solutions,0-5 Yrs,2-5 Lacs PA,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Designation: Mechanical Engineer Skills: Production supervisor VMC and HMC Engineers ju...,"Production, Mechanical, HMC, VMC, Mechanical engineering, Production engineering, Production supervising, Engineering"
Engineer / Sr. Engineer - Simulation,Tecosim Engineering Services,4-9 Yrs,Not disclosed,"Pune, Bangalore/Bengaluru","Experience in BIW robotic simulations, framing line & final assembly line simulations, ...","simulation, Robotics, Delmia, Process simulation, SR, Planning, Process planning, Process"
Engineer/ Senior Engineer - Design Interior Trims,Tecosim Engineering Services,3-8 Yrs,Not disclosed,"Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka","Should have experience in Interior plastic parts like Instrument panel, Centre Console,...","Design, CATIA, Interiors, Teamcenter, Plastic, Part, Senior, Interior Trims"
Engineering Associate- Electrician,Marriott,0-3 Yrs,Not disclosed,Pune,Assure each day s activities and problems that occur are communicated to the other shif...,"Training, Engineering, Electricals, Valves, Energy conservation, Energy management, Refrigeration, Preventive maintenance"
Executive - Packaging,Kimberly-Clark Lever Limited,0-1 Yrs,Not disclosed,Pune,Engineering Graduation + PG in packaging from IIP (Indian Institute of Packaging) . The...,"Monitoring, Sanitary, Analysis, Printing, Compliance, Software testing, Packaging, Competitor analysis"
Engineering Executive,Marriott,0-3 Yrs,Not disclosed,Pune,Assure each day s activities and problems that occur are communicated to the other shif...,"Energy conservation, Power tools, Maintenance, Tools, Management, MEP, Conservation, Energy management"
Assistant Production Merchandiser,Navneet Education,0-4 Yrs,Not disclosed,Mumbai,To manage smooth execution of orders (customer assigned) with on time in full shipment ...,"Inspection, Materials, Raw, Production, Software testing, Assistance, Monitoring, PPC"
CEO at Bangalore.,CAREERMARK6,25-30 Yrs,Not disclosed,Bangalore/Bengaluru,Looking for CEO ( KNIT + WOVEN ) for one of the biggest Apparel Manufacturing Company i...,"Operational Excellence, Manufacturing Operations, Supply Chain Management, Operations Management, Operational Efficiency, Manufacturing Operation, Factory operations, Factory"
"Substation Design Engineer, Bangalore/Chennai",HR Consultant,5-10 Yrs,5-15 Lacs PA,"Chennai, Bangalore/Bengaluru",Hiring Substation Design Engineer- Bangalore/Chennai 3-15yrs experience in Substation D...,"Substation, AIS, Electrical Design, GIS, Substation Design, Management, High voltage, Low Voltage"
PPC Manager @ Bangalore.,CAREERMARK6,18-21 Yrs,18-20 Lacs PA,Bangalore/Bengaluru,Looking for PPC Manager for a Premium Apparel manufacturing co @ Bangalore. Exp: 18 - 2...,"Planning, Supply, SCM, Production, Supply chain, PPC, Control, Production planning control"
Planning Engineer,Kaushal Interiors,3-5 Yrs,Not disclosed,Bangalore/Bengaluru(Kalyan nagar),Detailed Planning & scheduling Detailed Planning & scheduling for various stages of the...,"Detailed Planning, Cost Control, MS Project, Scheduling, Monitoring work progress, Microsoft, Control, Detailing"
Application Engineer _ SPM Machine Building and Automation - Hosur,Ssmatrix Consultancy,2-7 Yrs,5-10 Lacs PA,"Hosur, Tamil Nadu, Chennai, Coimbatore, Tamil Nadu, Bangalore/Bengaluru","+ Experience in SPM & Automation solutions + Concept & Layout preparation, BOM preparat...","Automation, SPM, Technical Sales, Industrial, Technical, Bom preparation, Techno Commercial Sales, Special Purpose Machine"
Instrumentation Engineer,Hikal,3-6 Yrs,Not disclosed,Bangalore/Bengaluru(Jigani),. * Should understand shift needs and analysis breakdown * Knowledge on Pharma process ...,"instrumentation engineering, plc, scada, calibration, Instruments, Operations, Instrumentation, Process operations"
Site Engineer,Hi Tides Consulting,2-3 Yrs,3-3.75 Lacs PA,Bangalore/Bengaluru(Wilson Garden),Calculate the quantities of work to be done & materials required for material indents T...,"Site Supervision, Site, Site engineering, Site execution, Project engineering, Supervision, Execution, Engineering"
Design and Supply chain Engineer @ Bangalore,Hire Hubb,2-7 Yrs,2.75-6.5 Lacs PA,"Bangalore Rural, Karnataka",The Design & Supply Engineering Trainee position is a great opportunity for a recent Me...,"Design, 2D drafting, Draft, Solid works, Development, Supply chain development, Supply, SCM"
Assembly Operator @ Bangalore,Hire Hubb,2-7 Yrs,3-8 Lacs PA,"Bangalore Rural, Karnataka",- Industrial electrical wiring and skills in industrial mechanical assembly. - Reading ...,"Assembly, Assembly Operation, Assembly process, Mechanical Assembly, Process, Design, Production, Operations"
Structural Engineer,Turning Point Consultants,4-8 Yrs,Not disclosed,"pennya, bangalore","Analysis & design of steel structures, Thickeners using Staad. Pro software Verificatio...","Verification of structural behaviour, design of steel structures, Tank, Design, Tanks, Structural engineering, Verification, Steel structures"
Process Engineer,Maini Precision Products,2-6 Yrs,4-6 Lacs PA,Bangalore/Bengaluru(Jalahalli East),"Knowledge on Blue print reading and GD&T, CNC turning, VMC and Grinding Machines, Capab...","CNC turning, Preparing PFMEA, Control plan and Stage drawing. Knowledge on AUTO CAD, SAP is preferable., Jigs & Fixtures, PPAP documentation, Draw, CNC"
Production Incharge,Klene Paks,2-6 Yrs,5.5-6 Lacs PA,"Maddur, Karnataka, Bangalore/Bengaluru(Arekere)",Ability to direct personnel towards maximum performance will set you apart as a leaderP...,"Incharge Activities, Production, Factory Operations, Maintenance, Production supervising, Operations, Supervision, Factory"
Senior Manger -QS & Contracts,buildAhome,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,"Negotiations with subcontractors, Vendors, Preparation of WO & PO, Documentation, Subco...","QS, Senior, Contracts"
Safety Officer Civil Construction,Mansss Hr,5-7 Yrs,Not disclosed,"Bangalore/ Bengaluru, Karnataka, Aurangabad, Maharashtra","Continuous inspection of project sites to ensure hazard free environment, verification ...","Adis, Construction Safety, Industrial, Work permit system, JSA, Hazard identification, HIRA, Industrial safety"
Fabrication Supervisor,PARIJATHA MACHINERY,5-8 Yrs,3.25-4.25 Lacs PA,Bangalore/Bengaluru,"Fabrication production supervisor with good knowledge of welding, cutting and other rel...","Fabrication, Heavy Fabrication, Welding, Heavy Machinery, Heavy equipment, Heavy, Machinery, Tank"
Factory Supervisor,Tile Italia Mosaics,2-4 Yrs,2.25-3.75 Lacs PA,"Bangalore Rural, Karnataka",To Supervise the overall activities of the Marble/ Granite Factory Logistic and Supervi...,"Factory Management, Management, Manpower handling, Factory operations, Operations, Supervision, Factory, Manpower"
VMC Programmer cum Operator,Joscotec Engineering Services,1-4 Yrs,2.5-4 Lacs PA,Bangalore/Bengaluru(Machohalli),VMC Programmer cum Operator Part setting and programming 2D & 3D . Verify machine setti...,"VMC Programming, Vmc Operating, Fanuc, Program, Operations, Master CAM, Programming, VMC"
Design Manager,Hiring Street,10-20 Yrs,Not disclosed,"Bangalore/ Bengaluru, Karnataka",Design tunnel ventilation system. Experience with underground metro projects. ECS & TVS...,"Design, TVS, Tunnel, Underground, System, Television, Metro, Ventilation"
